Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Density Value (g / ml),Density Uncertainty (g / ml),EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
dens_37001837104976312,298.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.1999,,CCCO,Solvent,0.8001,,0.7622500000000002,0.00031,,,10.1021/je4004806
dhmix_37179228886752259,298.15,101.0,Liquid,2,CCO,Solvent,0.5,,O,Solvent,0.5,,,,-0.391,0.0055,10.1016/j.jct.2005.06.018
dhmix_37414376289967577,298.15,101.325,Liquid,2,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,0.25005,,COCCOCCOC,Solvent,0.74995,,,,0.3844,0.00375,10.1016/j.jct.2005.02.011
dens_37503826695881937,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.2300999999999999,,CCCC(=O)OC,Solvent,0.7699,,1.1114800000000002,0.000665,,,10.1016/j.jct.2006.05.004
dens_38927320041650391,298.15,101.0,Liquid,2,CO,Solvent,0.6595264695287754,,OCCO,Solvent,0.3404735304712246,,0.9338000000000002,0.003,,,10.1016/j.fluid.2009.03.002
dhmix_39159150320919359,298.15,101.0,Liquid,2,CCO,Solvent,0.7997,,Cc1cccc(O)c1,Solvent,0.2003,,,,-0.79199,0.011965,10.1016/j.fluid.2017.09.008
dens_39240454150872425,298.15,101.325,Liquid,1,CCCCOC(=O)CCC,Solvent,1.0,,,,,,0.8691400000000002,0.001725,,,10.1021/je050001c
dens_39835772539369099,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.7626999999999999,,COC(C)=O,Solvent,0.2373,,1.6647900000000004,0.00263,,,10.1016/j.jct.2006.05.004
dens_41562508847501808,298.15,101.0,Liquid,2,CCCCO,Solvent,0.1499,,CCCCOCCCC,Solvent,0.8501,,0.7684640000000003,0.000379,,,10.1021/je7005727
dhmix_41818139902458346,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.2562,,ClCCCCl,Solvent,0.7438,,,,-0.228,0.0025,10.1016/j.jct.2008.10.007
dhmix_42079555950130725,298.15,101.0,Liquid,2,CCCCOCCCC,Solvent,0.7495,,Cc1ccccc1,Solvent,0.2504999999999999,,,,0.048,0.0007,10.1016/j.fluid.2011.11.005
dhmix_42490734022232606,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2724999999999999,,CCCCOC=O,Solvent,0.7275,,,,0.067,0.001,10.1016/j.jct.2009.05.006
dhmix_42607814494899911,298.15,101.0,Liquid,2,CCCCOCCCC,Solvent,0.4003,,c1ccccc1,Solvent,0.5997,,,,0.3411,0.00375,10.1016/j.fluid.2009.06.015
dens_42678158079716854,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.9374918883718631,,c1ccccc1,Solvent,0.0625081116281369,,1.0204500000000003,3.500000000000001e-05,,,10.1016/j.fluid.2008.11.006
dhmix_44217680865702366,298.15,100.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.2001,,CC(C)O,Solvent,0.7999,,,,1.1352,0.0124,10.1021/je7006633
dhmix_47323681380989568,298.15,101.0,Liquid,2,CCCCCCCCCl,Solvent,0.498,,CN(C)C=O,Solvent,0.502,,,,1.087,0.0045,10.1016/j.jct.2007.01.017
dens_47347406470845261,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.7485999999999999,,COC=O,Solvent,0.2514,,1.7969200000000003,0.00306,,,10.1016/j.jct.2006.05.004
dhmix_47823611971568467,298.15,101.325,Liquid,2,CCCCC(=O)OCC,Solvent,0.7364,,ClCCCCCCCl,Solvent,0.2635999999999999,,,,-0.1429,0.0019,10.1016/j.jct.2005.03.020
dens_48820449507399820,298.15,101.0,Liquid,2,CCCCOC=O,Solvent,0.497,,ClCCCl,Solvent,0.503,,1.03405,0.000465,,,10.1016/j.jct.2005.11.003
dens_49209256471659144,298.15,101.0,Liquid,2,COC=O,Solvent,0.2763,,ClCCCCCl,Solvent,0.7237,,1.1021500000000004,0.00026,,,10.1016/j.jct.2006.10.008
dens_49290041372951315,298.15,101.32,Liquid,2,CCCCCC,Solvent,0.5235000000000001,,CCOC=O,Solvent,0.4765,,0.7398400000000002,0.001015,,,10.1021/je060355j
dhmix_50375319459056821,298.15,101.0,Liquid,2,CCO,Solvent,0.25,,O,Solvent,0.75,,,,-0.702,0.009,10.1016/j.jct.2005.06.018
dens_52148744845178727,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.7009,,CCC(C)(C)O,Solvent,0.2991,,0.7968700000000002,0.00018,,,10.1021/je300678r
dens_53277104468177902,298.15,101.0,Liquid,2,COC(C)=O,Solvent,0.5183,,ClCCCCl,Solvent,0.4817,,1.0564200000000004,0.000215,,,10.1016/j.jct.2006.10.008
dens_53710072046261875,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7036,,CCCO,Solvent,0.2964,,0.7765500000000002,0.00025,,,10.1016/j.jct.2006.06.008
dhmix_55604882253696719,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2066,,ClCCCCCCCl,Solvent,0.7934,,,,0.156,0.002,10.1016/j.jct.2008.10.007
dhmix_57086237904054448,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.5083,,CCCCOC(=O)CC,Solvent,0.4917,,,,-0.101,0.0015,10.1016/j.jct.2009.05.006
dhmix_57626661746168078,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.701,,CCO,Solvent,0.299,,,,1.0,0.0305,10.1016/j.jct.2013.09.024
dens_57810258345218531,298.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.2499,,CCOC=O,Solvent,0.7501,,0.8196200000000002,0.00048,,,10.1016/j.fluid.2015.05.031
dhmix_59165724101549078,291.15,101.0,Liquid,2,CCCCCC,Solvent,0.5583,,CCCOC(C)=O,Solvent,0.4417,,,,1.087,0.0045,10.1021/je3011979
dhmix_59871228184183777,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.4979,,ClCCCCCl,Solvent,0.5021,,,,-0.241,0.0025,10.1016/j.jct.2008.10.007
dens_60145312697659458,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.2312,,c1ccncc1,Solvent,0.7688,,1.0106200000000003,0.00051,,,10.1021/je301353z
dens_60221283753361348,298.15,101.325,Liquid,1,Clc1ccccc1,Solvent,1.0,,,,,,1.1009000000000004,0.0057,,,10.1016/j.jct.2005.12.009
dens_62854823056490751,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.1503,,CCCO,Solvent,0.8497,,0.7704980000000002,0.0001845,,,10.1021/je100595s
dens_63371532262723162,298.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.7994,,CCCO,Solvent,0.2006,,0.7073900000000002,0.00013,,,10.1021/je4004806
dens_64364186431543973,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.7654,,ClCCCl,Solvent,0.2346,,0.9447000000000004,0.000365,,,10.1016/j.jct.2008.10.007
dhmix_64458252370171036,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.7263999999999999,,CCCCC(=O)OC,Solvent,0.2736,,,,0.0321,0.00105,10.1016/j.jct.2006.05.004
dhmix_64648771010772355,298.15,101.0,Liquid,2,C1CCCC1,Solvent,0.273,,CCCCCCCO,Solvent,0.727,,,,0.2316,0.002,10.1021/je700308j
dens_64870336397637683,298.15,101.3,Liquid,2,NCCCO,Solvent,0.4896422848287638,,O,Solvent,0.5103577151712362,,1.0059000000000002,0.00155,,,10.1021/acs.jced.5b00412
dhmix_65921650414250861,298.15,100.0,Liquid,2,CCO,Solvent,0.5005,,CCOC(=O)CC(C)=O,Solvent,0.4995,,,,1.7079,0.0183,10.1016/j.fluid.2008.03.012
dens_67766421822107388,298.15,101.0,Liquid,2,CCCCO,Solvent,0.2002,,CCOC(=O)CC(=O)OCC,Solvent,0.7998,,1.0158560000000003,0.000102,,,10.1021/je100100n
dhmix_68429593751016740,298.15,101.0,Liquid,2,COC(C)=O,Solvent,0.5316,,ClCCCCCCCl,Solvent,0.4684,,,,0.4655,0.0022,10.1016/j.jct.2006.10.008
dens_68575331833395335,298.15,101.0,Liquid,2,CCCCC,Solvent,0.2915,,CCCOC(C)=O,Solvent,0.7085,,0.8059000000000002,0.0002,,,10.1021/je3011979
dhmix_68923112672790458,298.15,101.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7254,,ClCCCCl,Solvent,0.2745999999999999,,,,-0.2449,0.00135,10.1016/j.jct.2006.10.008
dhmix_68947190908856741,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.25,,O=C1CCCC1,Solvent,0.75,,,,0.04589,0.00057,10.1021/je034037l
dens_70371380055449550,298.15,101.3,Liquid,2,NCCCO,Solvent,0.708044133701138,,O,Solvent,0.291955866298862,,0.9975000000000004,0.0018,,,10.1021/acs.jced.5b00412
dens_71108790961088554,293.15,100.8,Liquid,2,CCO,Solvent,0.5001,,OCc1ccccc1,Solvent,0.4999,,0.9600100000000004,0.000105,,,10.1021/je201009c
dhmix_71170350241685196,303.0,101.0,Liquid,2,COC(C)(C)C,Solvent,0.749,,ClC(Cl)Cl,Solvent,0.251,,,,-1.9,0.077,10.1021/je100821g
dhmix_71458576503850621,298.15,101.0,Liquid,2,O,Solvent,0.80168,,OCC(F)(F)F,Solvent,0.19832,,,,0.1774,0.00105,10.1016/j.tca.2007.04.012
dens_72660673023227678,298.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.7584,,COC=O,Solvent,0.2416,,0.7190000000000002,0.000125,,,10.1016/j.fluid.2015.05.031
dens_72816640036006968,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.2465,,CCCCCCCC,Solvent,0.7535,,0.7348600000000002,0.00051,,,10.1021/acs.jced.5b00813
dhmix_72949623917691741,313.15,100.0,Liquid,2,CO,Solvent,0.7494000000000001,,COC(=O)OC,Solvent,0.2506,,,,1.24523,0.00521,10.1021/je050052+
dhmix_73322629991074290,298.15,100.0,Liquid,2,CCC(C)=O,Solvent,0.2124,,CCN(CC)CC,Solvent,0.7876,,,,0.57,0.006,10.1016/j.fluid.2013.07.037
dens_76163119387675370,303.15,100.0,Liquid,2,CCO,Solvent,0.2005,,CCOC(=O)C(C)C,Solvent,0.7995,,0.8500400000000001,0.00011,,,10.1016/j.jct.2019.105884
dens_76624894366901743,298.15,101.325,Liquid,2,CCCCC(=O)OCC,Solvent,0.5231,,ClCCCCCCCl,Solvent,0.4769,,0.9612600000000002,0.000385,,,10.1016/j.jct.2005.03.020
dhmix_76773712766130087,291.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.473,,CCOC=O,Solvent,0.527,,,,1.746,0.0185,10.1016/j.fluid.2015.05.031
dhmix_76833325524040726,298.2,100.0,Liquid,2,C1CCCCC1,Solvent,0.2606,,c1ccccc1,Solvent,0.7394,,,,0.6282,0.00695,10.1016/j.jct.2014.05.020
dens_78518696584109468,298.148,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.743,,O,Solvent,0.257,,1.0405100000000005,0.000286,,,10.1021/je030120x
dens_80031689765119241,298.15,101.0,Liquid,2,BrCCCCCCBr,Solvent,0.267,,CCOC(C)=O,Solvent,0.733,,1.1778800000000005,0.001385,,,10.1016/j.jct.2005.07.009
dens_81826221913782201,298.15,101.0,Liquid,2,CCCCCCO,Solvent,0.5981,,CCCCOCCCC,Solvent,0.4019,,0.7927530000000003,0.000376,,,10.1021/je7005727
dhmix_81883535492439507,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.2,,O=C1CCCC1,Solvent,0.8,,,,-0.00853,0.000425,10.1021/je034223r
dens_82854054922011802,298.15,101.33,Liquid,2,c1cc[nH]c1,Solvent,0.5426,,c1ccncc1,Solvent,0.4574,,0.9706400000000002,5.5000000000000016e-05,,,10.1016/j.fluid.2013.10.029
dhmix_84488753175979819,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.5,,CCO,Solvent,0.5,,,,0.8491,0.00794,10.1021/je049852v
dens_84660798089461650,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.4999,,CC(=O)OC(C)=O,Solvent,0.5001,,1.0636600000000005,0.00056,,,10.1021/je8003782
dens_87758850820145632,303.15,100.0,Liquid,2,CCCCO,Solvent,0.4919,,CCOC(=O)C(C)C,Solvent,0.5081,,0.8347800000000002,0.00011,,,10.1016/j.jct.2019.105884
dhmix_87851938329847670,298.15,101.0,Liquid,2,CCCCCCO,Solvent,0.7354,,CCCCOCCCC,Solvent,0.2645999999999999,,,,0.521,0.0105,10.1016/j.jct.2009.07.001
dens_88489471162801298,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.2484,,Nc1ccccc1,Solvent,0.7516,,0.9768950000000002,0.0001055,,,10.1021/je900874z
dens_89269380545953319,298.15,101.325,Liquid,1,C1COCCN1,Solvent,1.0,,,,,,0.9960000000000002,0.00245,,,10.1021/je020191g
dens_89911964567838395,298.15,101.325,Liquid,1,CN(C)CCCO,Solvent,1.0,,,,,,0.8808170000000002,0.000453,,,10.1021/acs.jced.7b00042
dhmix_89924644789966687,298.15,101.0,Liquid,2,BrCCCCCCBr,Solvent,0.2492999999999999,,COC=O,Solvent,0.7507,,,,0.9482,0.00815,10.1016/j.jct.2006.05.004
dhmix_90851537891129625,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2683,,Cc1ccccn1,Solvent,0.7317,,,,0.1057,0.00105,10.1016/j.tca.2011.02.002
dens_91454082453656404,298.15,101.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.7561,,CC(C)O,Solvent,0.2439,,0.9823500000000004,0.000175,,,10.1021/je9005823
dhmix_91616927091126497,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5081,,CO,Solvent,0.4919,,,,1.091,0.0115,10.1016/j.jct.2015.02.019
dens_92750576788839120,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.5001,,CCCCO,Solvent,0.4999,,0.7268920000000002,0.000108,,,10.1016/j.tca.2009.07.002
dhmix_93676522673462266,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.702,,ClCCCl,Solvent,0.298,,,,-0.706,0.004,10.1016/j.jct.2007.06.017
dens_93908184980992242,298.15,101.0,Liquid,2,C1CCCC1,Solvent,0.7372,,CCCCO,Solvent,0.2628,,0.7556000000000002,0.00029,,,10.1016/j.jct.2006.06.008
dens_96613819840454815,298.15,101.325,Liquid,1,C=COCCC,Solvent,1.0,,,,,,0.7629800000000002,0.00061,,,10.1021/je7003512
dhmix_97391616750774537,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.5172,,CCOC=O,Solvent,0.4828,,,,0.5237,0.00685,10.1016/j.jct.2005.07.009
dens_97484828643550848,308.15,101.0,Liquid,2,CCOC(=O)OCC,Solvent,0.532,,CS(C)=O,Solvent,0.468,,1.0019400000000005,0.00012,,,10.1021/je050444g
dens_98188237819309717,298.15,101.3,Liquid,2,CCO,Solvent,0.4986,,CCOC(C)=O,Solvent,0.5014,,0.8520500000000002,0.00036,,,10.1021/je800899w
dens_99644376481422707,298.15,101.0,Liquid,2,CCO,Solvent,0.2502999999999999,,CCOC(=O)CC(=O)OCC,Solvent,0.7497,,1.0189280000000005,0.0001035,,,10.1021/je100100n
dhmix_99762776900941206,298.15,101.0,Liquid,2,BrCCCCCCBr,Solvent,0.7948,,COC=O,Solvent,0.2052,,,,0.6953,0.0062,10.1016/j.jct.2006.05.004
dens_101790236260677472,298.15,101.325,Liquid,1,CCCCC(C)=O,Solvent,1.0,,,,,,0.8067000000000002,0.000385,,,10.1021/acs.jced.7b00035
dhmix_101847702994296892,298.15,101.0,Liquid,2,CCCCCCCl,Solvent,0.79,,CN1CCCC1=O,Solvent,0.21,,,,0.232,0.0025,10.1016/j.jct.2008.01.024
dens_102466581329138933,308.15,101.3,Liquid,2,COC(=O)OC,Solvent,0.3788,,OCc1ccccc1,Solvent,0.6212,,1.0407000000000004,0.000145,,,10.1021/je0497395
dens_105918480635886531,298.15,101.325,Liquid,1,ClC(Cl)Cl,Solvent,1.0,,,,,,1.4759000000000004,0.00105,,,10.1016/j.fluid.2008.02.018
dhmix_107460606439569535,308.15,100.0,Liquid,2,C1COCCO1,Solvent,0.5725,,O=C1CCCCCC1,Solvent,0.4275,,,,0.1032,0.00125,10.1021/acs.jced.6b00606
dhmix_109096525113217207,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.5207999999999999,,CCCCOC(C)=O,Solvent,0.4792,,,,-0.105,0.0015,10.1016/j.jct.2009.05.006
dhmix_110368175234083214,298.4,101.0,Liquid,2,CC#N,Solvent,0.2016,,CCOC(C)(C)CC,Solvent,0.7984,,,,0.6411,0.0087,10.1021/je301238f
dens_111038019650373511,298.15,101.0,Liquid,2,C1CCCC1,Solvent,0.1924,,CCCCO,Solvent,0.8076,,0.7926200000000002,0.000235,,,10.1016/j.jct.2006.06.008
dhmix_111214962500451859,298.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.7404999999999999,,CCCO,Solvent,0.2595,,,,0.711,0.0075,10.1021/je8007606
dens_111394718543600352,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2261999999999999,,CCCCOC=O,Solvent,0.7738,,1.1188900000000004,0.00017,,,10.1016/j.jct.2009.05.006
dhmix_112729391186229967,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.509,,CNc1ccccc1,Solvent,0.491,,,,-0.816,0.009,10.1021/je200333p
dhmix_112832411362526364,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.25,,CCCCO,Solvent,0.75,,,,0.2829,0.00333,10.1016/j.fluid.2011.11.005
dhmix_113202719214912577,303.15,100.0,Liquid,2,CCN(CC)CCO,Solvent,0.7003,,O,Solvent,0.2996999999999999,,,,-1.75,0.019,10.1016/j.jct.2015.04.030
dhmix_113420593272864305,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.5239,,ClCCCCCCl,Solvent,0.4760999999999999,,,,-0.255,0.003,10.1016/j.jct.2008.10.007
dhmix_113826914437182927,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.2681,,CCCCOC(=O)CC,Solvent,0.7319,,,,-0.067,0.001,10.1016/j.jct.2009.05.006
dens_114257363738318755,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7543,,CCCCCC,Solvent,0.2457,,0.7392000000000002,0.00065,,,10.1007/s10765-005-5572-8
dhmix_114464856611254095,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.7398,,OCc1ccccc1,Solvent,0.2602,,,,1.0539,0.0113,10.1021/je050085p
